5.5223	3.2977	5.5094
5.5282	3.2868	5.5159
5.4372	3.4981	5.4094
5.4332	3.3332	5.4164
5.5251	3.2538	5.5145
5.5242	3.2631	5.5136
5.5221	3.473	5.501
5.4771	3.3453	5.4636
5.4978	3.3969	5.4795
5.4865	3.46	5.4625
5.471	3.3729	5.4537
5.4748	3.3693	5.4577
5.4966	3.3938	5.4786
5.4864	3.2055	5.4776
5.5867	3.3924	5.5727
5.4738	3.2092	5.4617
5.5441	3.3003	5.5312
5.4296	3.2849	5.4166
5.4958	3.3567	5.4817
5.5645	3.2886	5.5533
5.4586	3.3563	5.44
5.4771	3.2578	5.4633
5.5862	3.4311	5.5674
5.4747	3.4153	5.4585
5.4286	3.3271	5.411
5.428	3.326	5.4105
5.4673	3.3029	5.4519
5.4053	3.4688	5.3815
5.4057	3.4115	5.3818
5.4809	3.2319	5.4683
5.4805	3.2326	5.4679
5.409	3.2904	5.3944
5.5705	3.3686	5.5564
5.51	3.2631	5.4976
5.4132	3.4089	5.3866
5.3987	3.4136	5.3746
5.457	3.2187	5.442
5.5034	3.5221	5.4807
5.5273	3.5256	5.5087
5.4717	3.4398	5.4541
5.5439	3.5113	5.5179
5.4543	3.3265	5.4384
5.5416	3.1201	5.5345
5.4631	3.2875	5.4486
5.5071	3.2343	5.4941
5.5064	3.3336	5.4921
5.4007	3.3548	5.38
5.4961	3.3934	5.4772
5.4693	3.4161	5.4492
5.5692	3.183	5.5601
5.5079	3.2303	5.501
5.5318	3.3922	5.5166
5.4532	3.3271	5.4357
5.4454	3.3652	5.4255
5.5316	3.4755	5.504
5.4344	3.3162	5.4171
5.4948	3.3478	5.4797
5.4282	3.3216	5.41
5.5105	3.3687	5.4932
5.4099	3.3823	5.3885
5.388	3.397	5.3612
5.571	3.1009	5.5655
5.4799	3.2086	5.4698
5.4032	3.3723	5.38
5.4463	3.2773	5.4325
5.4107	3.3906	5.3894
5.5656	3.381	5.5508
5.5457	3.2329	5.5391
5.4715	3.5173	5.44
5.4765	3.523	5.445
5.4946	3.2034	5.4891
5.5057	3.5408	5.4797
5.5655	3.2365	5.5577
5.5519	3.5121	5.526
5.536	3.3678	5.5225
5.4893	3.5806	5.4631
5.4185	3.3516	5.3963
5.4934	3.2479	5.4837
5.4138	3.2373	5.401
5.5953	3.3742	5.583
5.485	3.2596	5.4734
5.4248	3.5063	5.391
5.511	3.5239	5.4892
5.4862	3.5567	5.4547
5.4049	3.3054	5.3834
5.4849	3.6206	5.4491
5.5664	3.5993	5.5416
5.511	3.1798	5.5061
5.4123	3.2569	5.3924
5.5527	3.3063	5.541
5.5107	3.3695	5.4958
5.5107	3.3698	5.4958
5.5427	3.1535	5.5357
5.4892	3.4402	5.4704
5.4102	3.2555	5.3906
5.4117	3.3672	5.3911
5.5801	3.2795	5.5723
5.3959	3.2408	5.3762
5.5279	3.4306	5.5096
5.4796	3.5547	5.4476
