5.7515	4.4743	5.7279
5.77	4.4915	5.7465
5.8247	4.6813	5.7923
5.7252	4.5358	5.6962
5.7539	4.4961	5.7292
5.7118	4.4548	5.6871
5.8106	4.5709	5.7849
5.741	4.6301	5.706
5.8061	4.5901	5.7789
5.8233	4.5741	5.7981
5.7974	4.5893	5.7697
5.7975	4.5807	5.7703
5.8025	4.5883	5.7751
5.6622	4.4562	5.6343
5.8276	4.6014	5.801
5.7605	4.4729	5.7375
5.7353	4.4202	5.7138
5.6953	4.5413	5.6637
5.7137	4.4772	5.6877
5.787	4.5106	5.7634
5.7109	4.4449	5.6867
5.7465	4.4907	5.7217
5.869	4.567	5.8468
5.7733	4.6525	5.7391
5.7444	4.5831	5.7133
5.7438	4.5871	5.7124
5.7158	4.487	5.6894
5.7626	4.6746	5.7256
5.7484	4.5251	5.7216
5.7337	4.4643	5.7097
5.7341	4.4652	5.71
5.6877	4.5448	5.6553
5.7839	4.503	5.7605
5.7649	4.4559	5.7431
5.7482	4.5212	5.7217
5.7382	4.6044	5.705
5.7754	4.4904	5.7523
5.7759	4.5902	5.7466
5.7923	4.6805	5.7573
5.7536	4.6249	5.72
5.893	4.621	5.8691
5.7279	4.5242	5.6999
5.7248	4.3723	5.7051
5.7067	4.4857	5.6798
5.7419	4.5359	5.714
5.6921	4.3868	5.6701
5.6698	4.4569	5.6424
5.7725	4.468	5.7504
5.7845	4.615	5.7541
5.7395	4.3537	5.7212
5.6606	4.489	5.6303
5.7849	4.4507	5.7643
5.8005	4.7005	5.7646
5.7417	4.4592	5.7184
5.8215	4.596	5.7949
5.7084	4.3938	5.6868
5.7847	4.5546	5.7583
5.7401	4.4711	5.7161
5.7756	4.4347	5.7554
5.7565	4.5978	5.7252
5.7746	4.6022	5.7444
5.7105	4.4036	5.6885
5.7157	4.4952	5.6887
5.7486	4.5474	5.7204
5.777	4.7014	5.7389
5.7559	4.619	5.723
5.7967	4.4439	5.777
5.7118	4.5185	5.6831
5.7796	4.5767	5.7515
5.7815	4.5758	5.7536
5.6463	4.6637	5.5985
5.7569	4.5369	5.7299
5.7443	4.4976	5.7189
5.8991	4.6112	5.8761
5.7738	4.5207	5.7488
5.8108	4.6439	5.7801
5.7263	4.4527	5.7025
5.7061	4.5907	5.6715
5.695	4.5967	5.6589
5.7849	4.5086	5.7613
5.6521	4.4377	5.6247
5.8173	4.6195	5.7889
5.758	4.5723	5.7287
5.8931	4.661	5.8669
5.7207	4.4236	5.6982
5.845	4.6948	5.8131
5.8964	4.6997	5.8678
5.625	4.6043	5.5815
5.726	4.4815	5.7005
5.8221	4.6063	5.7948
5.7916	4.7258	5.7526
5.7917	4.7259	5.7527
5.7357	4.4531	5.7125
5.8015	4.6451	5.7701
5.7261	4.4842	5.7005
5.729	4.4401	5.7061
5.7475	4.5658	5.7179
5.6932	4.4096	5.67
5.7964	4.5183	5.7728
5.889	4.6552	5.8629
