34702	0.021794	3.3536e-09	4802.7	0.87243	22.985
34287	0.021068	3.1383e-09	5039.4	0.88233	23.076
34039	0.021474	3.2601e-09	4976.5	0.87722	22.919
35208	0.021544	4.2106e-09	3721.7	0.8759	23.078
34702	0.0218	3.3518e-09	4760.5	0.87132	23.042
34073	0.021184	4.0943e-09	3908.4	0.86707	23.066
34580	0.021227	4.3266e-09	3613.4	0.868	22.945
33837	0.021461	2.9076e-09	5608.6	0.87409	22.871
34786	0.021589	3.4263e-09	4578.4	0.8783	23.024
34588	0.021194	3.3412e-09	4717.8	0.87556	22.904
35052	0.02168	4.6092e-09	3421	0.88566	22.971
34249	0.02113	4.0357e-09	3963.9	0.88065	22.938
33239	0.021037	2.6373e-09	6232.4	0.87343	22.955
34269	0.021822	2.9163e-09	5648.9	0.88428	23.043
34836	0.021948	4.1207e-09	3889.2	0.88073	23.016
33823	0.02154	2.4863e-09	6603.8	0.87698	22.922
35386	0.021298	5.1286e-09	2984	0.87697	23.003
34245	0.022139	2.9653e-09	5580.1	0.87629	22.936
34218	0.021701	3.92e-09	4177.8	0.85887	23.052
35506	0.0217	4.3962e-09	3567.1	0.89088	23.056
33820	0.021152	2.9407e-09	5427.2	0.86856	23.076
34774	0.021007	4.9607e-09	3130.4	0.88504	22.971
34603	0.020939	3.4471e-09	4514.9	0.87902	22.881
34636	0.021315	2.9425e-09	5321.9	0.86727	22.99
34343	0.021387	3.1028e-09	5223.5	0.88268	23.015
33752	0.020961	3.6038e-09	4499.1	0.88155	23.117
35487	0.021162	5.4371e-09	2808.8	0.8744	22.981
34690	0.020702	3.7973e-09	4042.5	0.89065	23.069
34511	0.021063	4.1333e-09	3753.2	0.87497	22.794
33833	0.021099	4.0335e-09	3990.5	0.85833	22.907
35154	0.022173	3.2441e-09	4894.7	0.87235	22.969
34256	0.022072	2.8576e-09	5791.2	0.87056	22.913
33993	0.021434	4.0139e-09	4077.9	0.87958	23.084
34656	0.020947	4.0761e-09	3852.3	0.87555	22.947
34327	0.021504	2.4901e-09	6442.8	0.87558	23.146
34564	0.020865	3.0784e-09	5036.3	0.88815	23.115
34584	0.021144	4.3301e-09	3605.6	0.869	23.124
34819	0.021678	3.0504e-09	5236.1	0.87356	22.898
35085	0.020976	5.1363e-09	2969	0.87025	22.896
34280	0.020584	4.4499e-09	3452	0.86495	22.982
34849	0.021807	4.7081e-09	3372.3	0.87393	23.022
34874	0.021579	3.5033e-09	4565.4	0.88901	22.929
34553	0.021102	5.3041e-09	2994.8	0.87814	22.983
34755	0.021984	3.8609e-09	4178.8	0.88434	22.844
34623	0.02098	3.7022e-09	4205.1	0.89841	22.934
34283	0.021429	4.0832e-09	3958.2	0.86702	23.216
33385	0.02174	2.6771e-09	6310.3	0.87168	23.132
34437	0.02218	3.2179e-09	5142.5	0.86727	23.154
34228	0.021938	2.585e-09	6377.8	0.88922	22.941
35972	0.02131	4.6455e-09	3227	0.89035	22.974
34983	0.021469	5.6449e-09	2770.3	0.87076	23.04
36074	0.021909	4.0725e-09	3778.8	0.87654	23.057
33918	0.02131	3.0411e-09	5357.7	0.86421	22.885
35447	0.021217	3.4648e-09	4397	0.88396	22.902
34855	0.021682	4.6116e-09	3499.4	0.87425	23.222
33598	0.020827	3.4579e-09	4546.4	0.8713	22.855
35287	0.021871	3.3276e-09	4741.6	0.87697	23.191
34372	0.021535	3.383e-09	4777.9	0.88557	22.835
33799	0.021511	2.09e-09	7790.1	0.89248	23.014
35663	0.021946	5.6354e-09	2804.1	0.88639	23.036
35666	0.02167	3.7941e-09	4115.8	0.89741	23.014
33788	0.021668	3.5097e-09	4747.4	0.87499	23.171
33276	0.021506	2.574e-09	6506.2	0.87323	23.181
