5.1621	4.1544	5.1172
5.2565	4.2576	5.2106
5.1606	4.1825	5.1123
5.239	4.2021	5.1972
5.168	4.1813	5.1207
5.2085	4.2562	5.1572
5.2672	4.2716	5.2209
5.1427	4.1487	5.0963
5.1479	4.2208	5.0933
5.3536	4.4625	5.2939
5.2677	4.2912	5.2192
5.1387	4.2267	5.0819
5.2505	4.3055	5.1981
5.2063	4.2654	5.1535
5.2795	4.294	5.2321
5.2863	4.3031	5.2387
5.3663	4.462	5.3085
5.2562	4.2785	5.2078
5.2687	4.202	5.2298
5.102	4.1662	5.0485
5.31	4.4235	5.2495
5.0775	4.0213	5.0376
5.0848	4.0371	5.0441
5.2332	4.3429	5.1733
5.1852	4.2656	5.1296
5.271	4.3249	5.2188
5.0986	4.1428	5.0477
5.2566	4.225	5.2142
5.1306	4.1459	5.0831
5.2156	4.2317	5.168
5.2088	4.1795	5.1662
5.2161	4.2055	5.1715
5.2197	4.1481	5.1812
5.1404	4.0711	5.1017
5.234	4.3636	5.1711
5.1835	4.266	5.1276
5.2619	4.371	5.2022
5.2067	4.3295	5.1449
5.0998	4.0133	5.0627
5.2212	4.1938	5.1784
5.1689	4.2073	5.1187
5.141	4.137	5.0957
5.236	4.1593	5.198
5.1247	4.1265	5.0787
5.2376	4.2161	5.1942
5.1963	4.1857	5.1517
5.2309	4.1984	5.1887
5.3196	4.3995	5.2639
5.2094	4.1001	5.1743
5.1662	4.1142	5.1259
5.2724	4.3909	5.2112
5.3152	4.408	5.2578
5.322	4.3587	5.2719
5.0887	4.0407	5.0479
5.1911	4.213	5.1428
5.2463	4.2236	5.203
5.187	4.1887	5.1411
5.1858	4.1829	5.1403
5.2779	4.4783	5.2029
5.2791	4.4899	5.202
5.2074	4.27	5.1541
5.273	4.4784	5.1971
5.0691	4.0061	5.0298
5.218	4.2427	5.1694
5.2552	4.2496	5.21
5.1994	4.1054	5.163
5.1998	4.106	5.1633
5.2566	4.2322	5.2135
5.2599	4.228	5.2176
5.13	4.0733	5.0901
5.2086	4.2873	5.1532
5.192	4.2738	5.1361
5.1764	4.2045	5.1274
5.2197	4.2756	5.1673
5.2539	4.1563	5.2177
5.1898	4.1673	5.1464
5.1819	4.1242	5.1421
5.2072	4.273	5.1534
5.1705	4.1692	5.1249
5.1658	4.2083	5.1151
5.1689	4.2157	5.1177
5.2945	4.3581	5.241
5.2223	4.2806	5.1696
5.0966	4.1336	5.0465
5.2207	4.248	5.1718
5.2306	4.2808	5.1789
5.3255	4.4858	5.2577
5.301	4.2769	5.2578
5.1074	4.1138	5.0609
5.2199	4.0898	5.1864
5.1566	4.2151	5.1038
5.0758	4.15	5.021
5.2345	4.0968	5.2016
5.2988	4.2721	5.2559
5.2328	4.2728	5.1824
5.2889	4.2844	5.2436
5.1082	4.1555	5.0569
5.1089	4.0654	5.0677
5.1556	4.1462	5.1108
5.1432	4.1734	5.094
