5.5888	5.5888
5.5465	5.5465
5.5493	5.5493
5.5669	5.5669
5.509	5.509
5.5513	5.5513
5.5507	5.5507
5.5123	5.5123
5.4882	5.4882
5.5721	5.5721
5.5057	5.5057
5.6115	5.6115
5.5478	5.5478
5.5766	5.5766
5.5673	5.5673
5.578	5.578
5.4584	5.4584
5.5086	5.5086
5.4772	5.4772
5.5609	5.5609
5.5778	5.5778
5.4967	5.4967
5.6069	5.6069
5.6219	5.6219
5.5785	5.5785
5.5712	5.5712
5.491	5.491
5.5762	5.5762
5.557	5.557
5.4633	5.4633
5.6421	5.6421
5.5291	5.5291
5.5361	5.5361
5.5361	5.5361
5.5645	5.5645
5.5072	5.5072
5.5828	5.5828
5.5459	5.5459
5.5556	5.5556
5.6331	5.6331
5.4757	5.4757
5.544	5.544
5.4361	5.4361
5.4831	5.4831
5.5917	5.5917
5.4462	5.4462
5.5642	5.5642
5.5771	5.5771
5.471	5.471
5.4394	5.4394
5.4854	5.4854
5.4593	5.4593
5.5005	5.5005
5.5944	5.5944
5.512	5.512
5.5031	5.5031
5.6079	5.6079
5.5584	5.5584
5.527	5.527
5.5938	5.5938
5.5764	5.5764
5.5262	5.5262
5.5292	5.5292
5.6029	5.6029
5.4195	5.4195
5.5726	5.5726
5.478	5.478
5.564	5.564
5.4303	5.4303
5.6544	5.6544
5.5608	5.5608
5.5716	5.5716
5.6084	5.6084
5.6434	5.6434
5.5349	5.5349
5.589	5.589
5.5404	5.5404
5.6607	5.6607
5.5461	5.5461
5.4749	5.4749
5.5732	5.5732
5.4596	5.4596
5.5089	5.5089
5.6195	5.6195
5.4678	5.4678
5.5456	5.5456
5.4828	5.4828
5.5072	5.5072
5.497	5.497
5.5598	5.5598
5.5207	5.5207
5.505	5.505
5.6107	5.6107
5.5656	5.5656
5.4463	5.4463
5.4963	5.4963
5.5961	5.5961
5.5956	5.5956
5.6076	5.6076
5.5706	5.5706
