3.7391	3.7391
3.6443	3.6443
3.6408	3.6408
3.6822	3.6822
3.5795	3.5795
3.5238	3.5238
3.564	3.564
3.6885	3.6885
3.5191	3.5191
3.8192	3.8192
3.5293	3.5293
3.6966	3.6966
3.6804	3.6804
3.7196	3.7196
3.4776	3.4776
3.7549	3.7549
3.5939	3.5939
3.643	3.643
3.6596	3.6596
3.6909	3.6909
3.5027	3.5027
3.5787	3.5787
3.8152	3.8152
3.746	3.746
3.8432	3.8432
3.602	3.602
3.7152	3.7152
3.6429	3.6429
3.6029	3.6029
3.6507	3.6507
3.6151	3.6151
3.7684	3.7684
3.5413	3.5413
3.8583	3.8583
3.6768	3.6768
3.6718	3.6718
3.5038	3.5038
3.8798	3.8798
3.6691	3.6691
3.5712	3.5712
3.4225	3.4225
3.841	3.841
3.6719	3.6719
3.6178	3.6178
3.6346	3.6346
3.5434	3.5434
3.5664	3.5664
3.6161	3.6161
3.7213	3.7213
3.6964	3.6964
3.4555	3.4555
3.7797	3.7797
3.8655	3.8655
3.8546	3.8546
3.6284	3.6284
3.4055	3.4055
3.6582	3.6582
3.7746	3.7746
3.5761	3.5761
3.6347	3.6347
3.829	3.829
3.5237	3.5237
3.5044	3.5044
3.506	3.506
3.7452	3.7452
3.7932	3.7932
3.4059	3.4059
3.8213	3.8213
3.7428	3.7428
3.8963	3.8963
3.5657	3.5657
3.4826	3.4826
3.5475	3.5475
3.6359	3.6359
3.4113	3.4113
3.8214	3.8214
3.6714	3.6714
3.6934	3.6934
3.4337	3.4337
3.7986	3.7986
3.6243	3.6243
3.665	3.665
3.5327	3.5327
3.6427	3.6427
3.7556	3.7556
3.8811	3.8811
3.5726	3.5726
3.3951	3.3951
3.6413	3.6413
3.5255	3.5255
3.7922	3.7922
3.6473	3.6473
3.5936	3.5936
3.8389	3.8389
3.3686	3.3686
3.8447	3.8447
3.6815	3.6815
3.5385	3.5385
3.7307	3.7307
3.972	3.972
