5.8446	5.8446
5.9004	5.9004
5.7954	5.7954
5.7635	5.7635
5.7631	5.7631
5.8493	5.8493
5.7585	5.7585
5.8961	5.8961
5.7174	5.7174
5.792	5.792
5.9705	5.9705
5.8603	5.8603
5.7964	5.7964
5.7753	5.7753
5.7477	5.7477
5.8463	5.8463
5.9815	5.9815
5.9356	5.9356
5.8575	5.8575
5.7231	5.7231
5.961	5.961
5.8023	5.8023
5.6671	5.6671
5.6403	5.6403
5.6964	5.6964
5.8998	5.8998
5.7537	5.7537
5.7143	5.7143
5.7295	5.7295
5.8443	5.8443
5.7462	5.7462
5.8863	5.8863
5.7398	5.7398
5.8059	5.8059
5.7186	5.7186
5.7058	5.7058
5.8116	5.8116
5.7952	5.7952
5.8419	5.8419
5.8861	5.8861
5.7307	5.7307
5.7226	5.7226
5.7814	5.7814
5.559	5.559
6.12	6.12
5.9158	5.9158
6.1041	6.1041
5.7554	5.7554
5.7656	5.7656
5.8124	5.8124
5.7812	5.7812
5.609	5.609
5.8229	5.8229
5.9321	5.9321
5.6892	5.6892
5.6263	5.6263
5.6978	5.6978
5.9647	5.9647
6.0812	6.0812
5.8929	5.8929
6.0101	6.0101
6.099	6.099
5.7225	5.7225
5.7829	5.7829
5.9727	5.9727
6.0608	6.0608
5.9121	5.9121
5.7291	5.7291
5.9836	5.9836
5.7608	5.7608
5.5926	5.5926
6.0833	6.0833
6.0351	6.0351
5.6691	5.6691
5.548	5.548
5.6674	5.6674
5.6061	5.6061
5.5539	5.5539
5.7446	5.7446
6.1583	6.1583
5.5964	5.5964
5.9612	5.9612
5.5373	5.5373
5.7993	5.7993
5.7496	5.7496
5.6559	5.6559
5.4941	5.4941
5.5186	5.5186
5.5435	5.5435
5.7964	5.7964
5.745	5.745
5.6143	5.6143
5.634	5.634
5.8338	5.8338
5.6606	5.6606
5.5172	5.5172
5.9202	5.9202
6.1822	6.1822
5.3092	5.3092
5.3723	5.3723
