4.105	4.105
4.1162	4.1162
4.1598	4.1598
4.2047	4.2047
4.042	4.042
4.1736	4.1736
4.1022	4.1022
4.2107	4.2107
4.183	4.183
4.1328	4.1328
4.1352	4.1352
3.9114	3.9114
4.2323	4.2323
4.1648	4.1648
4.0595	4.0595
4.1009	4.1009
4.2776	4.2776
4.2052	4.2052
4.1715	4.1715
4.2497	4.2497
4.1795	4.1795
4.2261	4.2261
4.1913	4.1913
3.9553	3.9553
4.187	4.187
4.2076	4.2076
4.0055	4.0055
4.109	4.109
4.0827	4.0827
4.0578	4.0578
4.0648	4.0648
3.9422	3.9422
4.2447	4.2447
4.0987	4.0987
3.9621	3.9621
4.3467	4.3467
4.1351	4.1351
4.255	4.255
4.1989	4.1989
4.214	4.214
4.2222	4.2222
3.8455	3.8455
4.2937	4.2937
3.9444	3.9444
4.1144	4.1144
4.3959	4.3959
4.2954	4.2954
3.9484	3.9484
3.9066	3.9066
4.0431	4.0431
4.0801	4.0801
3.8625	3.8625
4.1937	4.1937
4.1633	4.1633
4.0813	4.0813
4.3376	4.3376
4.05	4.05
4.279	4.279
4.3263	4.3263
4.2436	4.2436
4.1315	4.1315
4.2132	4.2132
3.7554	3.7554
3.9154	3.9154
4.0692	4.0692
4.0949	4.0949
4.1042	4.1042
4.3039	4.3039
4.1184	4.1184
4.1488	4.1488
3.975	3.975
4.246	4.246
4.3379	4.3379
4.2568	4.2568
4.068	4.068
4.3196	4.3196
4.0945	4.0945
3.8004	3.8004
3.9409	3.9409
4.0966	4.0966
3.7888	3.7888
4.4406	4.4406
4.0949	4.0949
4.0361	4.0361
3.8852	3.8852
4.2829	4.2829
4.0556	4.0556
4.0892	4.0892
4.0141	4.0141
3.9423	3.9423
3.922	3.922
4.0386	4.0386
4.1452	4.1452
4.1251	4.1251
3.9443	3.9443
4.314	4.314
4.2249	4.2249
4.2116	4.2116
3.8206	3.8206
5.3722	5.3722
