4.4873	2.672	4.4339
4.4259	2.7598	4.3329
4.47	2.6103	4.4288
4.4826	2.7547	4.4014
4.494	2.6385	4.453
4.4242	2.7272	4.3506
4.4045	2.7518	4.3028
4.4744	2.6368	4.4266
4.4148	2.5802	4.3699
4.4339	2.8713	4.3248
4.4682	2.8504	4.3829
4.4062	2.5489	4.366
4.4991	2.8896	4.4187
4.4306	2.7248	4.362
4.477	2.8819	4.3835
4.469	2.7033	4.401
4.454	2.9175	4.3337
4.488	2.8683	4.3986
4.4584	2.6777	4.388
4.3844	2.7193	4.3113
4.4834	2.7493	4.4229
4.4256	2.6418	4.3651
4.4244	2.6571	4.3626
4.3802	2.8048	4.2888
4.3359	2.7367	4.2365
4.5149	2.9426	4.4247
4.4193	2.5264	4.3833
4.5282	2.7591	4.4644
4.4586	2.8149	4.3803
4.419	2.8356	4.3198
4.5362	2.7555	4.4757
4.406	2.5158	4.3635
4.524	2.8293	4.4374
4.4961	2.794	4.4209
4.3553	2.7839	4.2588
4.3251	2.7238	4.2248
4.3809	2.8735	4.2594
4.4466	2.7363	4.3948
4.4545	2.6748	4.3936
4.5222	2.7694	4.4651
4.3979	2.8795	4.2877
4.4299	2.8771	4.3278
4.5283	2.8974	4.4345
4.4339	2.6725	4.3762
4.4953	2.8764	4.4039
4.4892	2.7224	4.4372
4.531	2.8027	4.4693
4.4453	2.8888	4.3318
4.5275	2.592	4.48
4.4748	2.7503	4.4044
4.3899	2.8713	4.2759
4.4604	2.9282	4.3448
4.4912	2.8697	4.4025
4.4119	2.6475	4.3457
4.4586	2.6604	4.4099
4.5047	2.8003	4.432
4.4091	2.8646	4.2975
4.483	2.697	4.4353
4.3744	2.8583	4.2733
4.346	2.8546	4.2362
4.3914	2.8751	4.2807
4.3611	2.8695	4.2529
4.4237	2.5797	4.3763
4.393	2.7811	4.2985
4.4403	2.6842	4.372
4.4811	2.8113	4.3955
4.4779	2.8109	4.3911
4.5113	2.8192	4.435
4.4091	2.5967	4.3407
4.4793	2.5236	4.4414
4.3887	2.6082	4.3424
4.4396	2.83	4.3534
4.405	2.4394	4.3771
4.4053	2.916	4.284
4.5347	2.6367	4.4876
4.3968	2.7875	4.2948
4.5045	2.6964	4.4525
4.4563	2.8776	4.3595
4.3915	2.7522	4.2991
4.4028	2.8097	4.3168
4.3999	2.8111	4.3132
4.3943	2.7039	4.3237
4.4047	2.921	4.2819
4.4312	2.5663	4.3928
4.4856	2.8979	4.3947
4.4029	2.7	4.3334
4.4087	2.9347	4.2799
4.4601	2.5305	4.4202
4.4286	2.7842	4.3415
4.5165	2.5867	4.4664
4.3777	2.6242	4.3274
4.4091	2.5011	4.3803
4.5479	2.6542	4.5007
4.4658	2.5394	4.4259
4.4671	2.5997	4.4281
4.5535	2.7722	4.4962
4.3999	2.8665	4.2903
4.4445	2.6929	4.3877
4.3462	2.6026	4.2728
4.4336	2.8528	4.3467
