10140	0.020087	9.957e-07	485.9	0.87695	23.004
10342	0.020112	8.9472e-07	442.13	0.88064	23.039
10360	0.020584	9.3874e-07	442.72	0.8801	23.044
10260	0.020227	9.6459e-07	462.88	0.8793	23.119
10434	0.019754	9.1379e-07	402.04	0.88147	22.916
11086	0.020216	9.4978e-07	413.79	0.88111	23.025
10145	0.019885	8.2413e-07	458.75	0.87065	23.059
10068	0.019846	7.7065e-07	431.93	0.87927	23.083
10560	0.020235	8.4671e-07	386.16	0.8801	22.94
10088	0.0194	8.7908e-07	475.61	0.87564	22.984
10094	0.020422	8.9015e-07	419.67	0.88855	23.129
10034	0.020613	9.8967e-07	515.65	0.88379	22.974
10755	0.020351	8.3169e-07	430.92	0.87573	23.058
10923	0.019891	9.308e-07	444.05	0.8853	23.098
10798	0.020519	9.6197e-07	440.32	0.87284	23.085
11056	0.0199	8.8768e-07	442.55	0.87969	23.119
11323	0.020393	9.8089e-07	335.34	0.87669	23.086
11232	0.019909	9.2321e-07	376.49	0.88613	23.13
10865	0.019819	8.7839e-07	367.24	0.87498	23.118
10800	0.019742	7.6488e-07	443.72	0.8744	23.069
10574	0.019995	9.5011e-07	459.45	0.89396	23.118
10009	0.020222	7.2789e-07	426.36	0.88303	23.103
11223	0.02023	8.9614e-07	459.63	0.88246	22.942
10252	0.019957	9.3312e-07	519.77	0.89148	23.094
11341	0.020266	9.0448e-07	428.05	0.87534	22.915
11884	0.01968	9.9548e-07	399.19	0.87257	23.024
10316	0.019856	8.7449e-07	393.02	0.88506	22.834
10491	0.019939	7.0702e-07	476.93	0.87795	23.098
10613	0.019461	7.9381e-07	444.43	0.88881	23.03
10970	0.020102	9.8203e-07	345.17	0.88169	22.843
10765	0.019732	9.4726e-07	514.49	0.88191	23.065
10343	0.020087	8.5779e-07	430.6	0.86445	23.134
11395	0.0197	8.9141e-07	389.88	0.8883	22.912
10108	0.020065	7.8766e-07	445.93	0.88879	22.847
10582	0.020661	7.5594e-07	457.12	0.87412	22.952
11343	0.020815	9.1903e-07	371.31	0.88102	22.962
11877	0.020067	9.7753e-07	410.59	0.86724	23.02
10631	0.019174	9.5366e-07	424.48	0.86677	23.043
10419	0.019165	8.3276e-07	449.4	0.88533	23.098
11948	0.020283	9.9371e-07	453.06	0.87985	23.013
10862	0.019088	9.8347e-07	356.55	0.87694	22.925
10931	0.020302	7.1816e-07	429.87	0.87609	23.119
11171	0.020528	9.4774e-07	326.27	0.86945	23.05
10567	0.019376	7.8591e-07	384.66	0.88688	23
11856	0.020107	9.406e-07	418.29	0.87564	22.888
11171	0.02073	9.2658e-07	333.14	0.88366	22.963
11018	0.020359	8.4697e-07	436.13	0.88319	23.176
10038	0.020383	7.5697e-07	495.95	0.89688	23.073
10828	0.020985	9.0617e-07	363.41	0.87404	23.005
11146	0.019733	9.1895e-07	328.39	0.89192	23.021
11868	0.019995	8.7763e-07	340.8	0.86856	23.025
11166	0.019676	9.3157e-07	340.9	0.8944	23.058
11326	0.019387	9.8909e-07	363.57	0.87074	23.145
10752	0.020228	6.6102e-07	487.98	0.88209	23.104
10687	0.019927	6.8115e-07	412.57	0.88766	22.99
11082	0.019651	8.0074e-07	382.51	0.86613	23.065
10314	0.020766	8.3975e-07	507.12	0.86723	22.999
10818	0.020859	8.0293e-07	438.83	0.88831	22.95
12207	0.020451	8.3181e-07	364.63	0.87882	23.084
10075	0.020134	6.3989e-07	522.87	0.87471	23.137
10800	0.020005	6.3491e-07	467.31	0.87453	22.936
10307	0.019658	7.2377e-07	436.92	0.89539	23.081
11716	0.01988	8.9988e-07	373.37	0.86777	22.878
10159	0.020225	8.3611e-07	506.51	0.89885	22.913
11439	0.020361	9.1362e-07	308.22	0.88264	22.948
10785	0.020718	6.8033e-07	464.89	0.88251	23.068
11536	0.01967	8.0685e-07	349.63	0.87363	23.087
10750	0.020609	6.8442e-07	454.51	0.8763	22.905
11198	0.020086	9.6459e-07	321.96	0.88251	23.187
11428	0.02017	9.3668e-07	495.61	0.88539	22.918
11277	0.019543	6.9952e-07	426.58	0.88303	22.929
10594	0.020106	9.0525e-07	450.87	0.90098	22.891
11972	0.020365	7.8022e-07	439.62	0.87245	22.979
11642	0.020265	7.6015e-07	486.77	0.8804	22.979
11690	0.02011	8.1471e-07	386.71	0.89613	23.064
11430	0.020392	6.5683e-07	454.36	0.87786	23.067
11769	0.019854	7.1502e-07	394.6	0.87168	23.071
10074	0.019311	7.7935e-07	579.78	0.8803	23.025
11641	0.020035	7.4112e-07	398.61	0.88511	22.873
10991	0.020284	7.617e-07	367.6	0.86569	22.976
10844	0.019935	7.6209e-07	456.13	0.88923	23.188
12362	0.019966	8.9808e-07	309.85	0.88884	23.033
11414	0.019684	8.6099e-07	373.64	0.89309	23.149
10271	0.019358	9.0621e-07	516.17	0.89622	23.096
11995	0.02029	9.01e-07	326.63	0.87186	23.136
11250	0.019871	6.327e-07	423.11	0.87393	22.995
12632	0.01994	8.6987e-07	318.53	0.87108	23.003
12749	0.019908	7.9769e-07	335.5	0.87736	23.033
10877	0.021211	8.9512e-07	382.4	0.88648	23.013
12199	0.019591	8.2541e-07	385.05	0.87625	22.891
10454	0.019112	8.3449e-07	415.86	0.86321	23.033
12074	0.019186	9.6386e-07	343.16	0.88941	23.038
12512	0.020344	8.2603e-07	420.38	0.88805	23.003
11638	0.020351	7.9396e-07	416.4	0.8924	23.127
10577	0.019646	8.2826e-07	354.48	0.89537	22.941
10061	0.018677	8.8944e-07	407.36	0.88036	23.056
11269	0.020017	8.4192e-07	455.07	0.87309	23.199
11154	0.019421	6.705e-07	464.81	0.879	22.939
11146	0.019645	8.7847e-07	461.23	0.89173	22.858
11187	0.020247	7.9015e-07	436.03	0.8998	23.045
